km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_brand,car_age,price
50.0,Petrol,Individual,Automatic,First_Owner,16.95,1.197,78.9,5.0,International,7,2.9
20.0,Petrol,Individual,Manual,First_Owner,20.4,1.197,81.8,5.0,Domestic,4,5.2
20.0,Petrol,Individual,Automatic,First_Owner,16.95,1.197,78.9,5.0,International,9,2.65
50.0,Petrol,Individual,Manual,Second_Owner,18.6,1.197,85.8,5.0,Domestic,8,3.3
50.0,Petrol,Individual,Manual,Second_Owner,18.6,1.197,85.8,5.0,Domestic,8,3.3
120.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,62.1,7.0,Domestic,6,5.09999
70.0,Petrol,Individual,Manual,First_Owner,17.1,1.591,121.3,5.0,International,6,5.0
50.0,Petrol,Individual,Manual,First_Owner,17.19,1.197,81.86,5.0,International,5,5.25
16.5,Petrol,Individual,Manual,First_Owner,21.01,1.197,81.8,5.0,Domestic,1,6.75
70.0,Petrol,Individual,Manual,First_Owner,17.0,1.197,80.0,5.0,International,10,3.0
99.361,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,15,0.9
25.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,3,6.5
70.0,Petrol,Individual,Manual,Second_Owner,19.1,1.197,85.8,5.0,Domestic,6,4.09
80.0,Diesel,Individual,Manual,Second_Owner,24.0,1.12,70.0,5.0,International,5,3.95
70.0,Petrol,Individual,Manual,Second_Owner,19.1,1.197,85.8,5.0,Domestic,6,4.0
60.0,Petrol,Individual,Manual,>Two_Owners,18.6,1.199,79.4,5.0,International,8,1.2
10.0,Petrol,Individual,Automatic,First_Owner,20.3,1.199,84.0,5.0,Domestic,2,6.45
80.0,Petrol,Individual,Manual,First_Owner,16.1,0.796,37.0,4.0,Domestic,14,0.81
30.0,Diesel,Individual,Manual,First_Owner,25.6,1.498,97.9,5.0,International,3,13.0
33.0,Diesel,Individual,Manual,First_Owner,25.6,1.498,97.9,5.0,International,3,12.5
90.0,Petrol,Individual,Manual,>Two_Owners,16.02,1.373,93.7,7.0,Domestic,7,5.35
80.1,Diesel,Individual,Manual,Second_Owner,19.01,1.461,108.5,5.0,International,6,5.55
120.0,Petrol,Individual,Manual,First_Owner,17.4,1.497,117.3,5.0,International,6,7.25
40.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,4,2.29999
160.0,Diesel,Individual,Manual,Second_Owner,12.99,2.494,100.6,8.0,International,7,8.0
47.0,Petrol,Individual,Manual,First_Owner,20.51,0.998,67.04,5.0,Domestic,3,4.09999
25.0,Diesel,Individual,Manual,First_Owner,21.38,1.396,88.7,5.0,International,2,12.1
26.0,Petrol,Individual,Manual,First_Owner,23.84,1.199,84.0,5.0,Domestic,3,4.0
29.0,Diesel,Individual,Manual,First_Owner,24.0,1.186,73.97,5.0,International,2,5.2
50.0,Petrol,Individual,Automatic,First_Owner,21.4,1.197,83.1,5.0,Domestic,4,6.5
58.0,Petrol,Individual,Manual,>Two_Owners,16.1,1.298,88.2,5.0,Domestic,9,3.25
120.0,Petrol,Individual,Automatic,First_Owner,17.4,1.197,85.8,5.0,Domestic,8,4.2
50.0,Petrol,Individual,Manual,First_Owner,20.4,1.197,81.8,5.0,Domestic,6,4.0
80.0,Petrol,Individual,Manual,>Two_Owners,17.0,1.197,80.0,5.0,International,10,2.54999
60.0,Petrol,Individual,Manual,>Two_Owners,17.3,0.993,60.0,5.0,Domestic,17,0.65
36.0,Petrol,Individual,Manual,First_Owner,23.1,0.998,67.04,5.0,Domestic,3,3.51
120.0,Diesel,Individual,Manual,>Two_Owners,12.8,2.494,102.0,8.0,International,13,4.04
185.0,Diesel,Individual,Manual,>Two_Owners,21.1,1.248,73.9,5.0,Domestic,9,1.85
50.0,Diesel,Individual,Manual,First_Owner,23.08,1.461,63.1,5.0,International,9,2.5
100.0,Petrol,Individual,Manual,>Two_Owners,17.3,0.993,60.0,5.0,Domestic,18,0.6
50.0,Petrol,Individual,Manual,Second_Owner,17.1,1.591,121.3,5.0,International,7,5.0
80.0,Petrol,Individual,Manual,Second_Owner,18.2,0.998,67.1,5.0,Domestic,13,0.85
80.0,Petrol,Individual,Manual,>Two_Owners,19.7,0.796,46.3,5.0,Domestic,15,0.85
90.0,Diesel,Individual,Manual,>Two_Owners,19.3,1.248,73.9,5.0,Domestic,9,2.65
162.0,Petrol,Individual,Manual,Second_Owner,19.0,0.998,66.1,5.0,Domestic,10,1.3
110.0,Diesel,Individual,Manual,>Two_Owners,20.77,1.248,88.76,7.0,Domestic,7,4.8
120.0,Diesel,Individual,Manual,>Two_Owners,17.8,1.248,75.0,5.0,Domestic,12,1.7
45.0,Diesel,Individual,Manual,First_Owner,23.08,1.461,63.1,5.0,International,9,2.75
90.0,Petrol,Individual,Manual,Second_Owner,18.9,0.998,67.1,5.0,Domestic,15,0.89
90.0,Diesel,Individual,Manual,Second_Owner,20.0,1.399,68.0,5.0,International,10,1.7
16.5,Petrol,Dealer,Manual,First_Owner,17.0,1.197,110.0,5.0,Domestic,1,10.9
67.0,Diesel,Individual,Automatic,First_Owner,17.01,1.582,126.2,5.0,International,3,11.0
52.0,Petrol,Dealer,Manual,First_Owner,22.0,1.197,81.8,5.0,Domestic,2,6.1
40.0,Petrol,Dealer,Manual,First_Owner,20.63,1.198,67.0,5.0,International,4,3.35
40.0,Petrol,Dealer,Manual,First_Owner,18.9,1.197,82.0,5.0,International,5,4.34999
35.0,Diesel,Individual,Manual,First_Owner,14.24,2.755,174.5,7.0,International,2,30.0
13.0,Petrol,Dealer,Manual,First_Owner,20.71,0.799,53.26,5.0,International,2,3.9
40.0,Petrol,Dealer,Manual,First_Owner,18.5,1.198,86.8,5.0,International,8,3.25
10.0,Petrol,Dealer,Manual,First_Owner,17.0,1.198,73.75,5.0,International,1,6.4
9.0,Petrol,Dealer,Manual,First_Owner,16.95,1.498,97.7,5.0,International,8,4.5
70.0,Diesel,Dealer,Manual,Second_Owner,23.59,1.364,67.06,5.0,International,7,4.0
60.0,Petrol,Dealer,Manual,First_Owner,20.36,1.197,78.9,5.0,International,11,2.15
40.0,Diesel,Dealer,Manual,First_Owner,20.45,1.461,83.8,5.0,International,6,5.7
93.0,Diesel,Dealer,Manual,First_Owner,15.1,2.179,140.0,7.0,Domestic,8,6.8
80.0,Diesel,Individual,Manual,>Two_Owners,12.8,2.494,102.0,7.0,International,12,3.25
50.0,Petrol,Individual,Manual,Second_Owner,15.64,1.193,64.08,5.0,Domestic,9,1.5
68.0,Petrol,Dealer,Automatic,First_Owner,14.5,1.797,147.5,5.0,International,7,6.9
25.0,Diesel,Individual,Automatic,First_Owner,14.84,2.143,170.0,5.0,International,7,15.5
18.0,Petrol,Dealer,Manual,First_Owner,25.4,0.624,37.5,4.0,Domestic,8,0.64
120.0,Diesel,Individual,Manual,First_Owner,23.08,1.461,63.1,5.0,International,7,2.5
35.0,Petrol,Individual,Manual,First_Owner,18.9,0.998,67.1,5.0,Domestic,15,0.65
60.0,Diesel,Individual,Manual,Second_Owner,26.59,1.248,74.0,5.0,Domestic,4,5.5
70.0,Petrol,Individual,Manual,>Two_Owners,20.36,1.197,78.9,5.0,International,10,1.4
30.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,4,3.0
70.0,Petrol,Individual,Automatic,First_Owner,16.34,1.798,189.3,5.0,International,4,8.0
9.0,Diesel,Dealer,Automatic,First_Owner,13.6,1.999,177.0,5.0,International,3,26.25
20.0,Petrol,Dealer,Automatic,First_Owner,22.37,2.487,214.56,5.0,International,1,51.5
45.0,Diesel,Dealer,Automatic,First_Owner,19.33,1.999,177.0,5.0,International,3,32.0
110.0,Diesel,Individual,Manual,First_Owner,14.1,2.179,147.94,7.0,Domestic,5,5.03
20.0,Diesel,Individual,Automatic,First_Owner,18.0,1.969,190.0,5.0,International,1,38.0
68.089,Petrol,Dealer,Automatic,First_Owner,19.16,2.494,157.7,5.0,International,4,20.0
58.343,Petrol,Dealer,Manual,First_Owner,21.79,0.998,67.05,5.0,Domestic,7,2.25
38.817,Diesel,Dealer,Manual,First_Owner,27.39,1.248,74.0,5.0,Domestic,2,7.4
56.494,Petrol,Dealer,Manual,First_Owner,18.2,1.199,88.7,5.0,International,4,5.5
79.328,Diesel,Dealer,Manual,Second_Owner,12.99,2.494,100.6,7.0,International,7,7.5
5.621,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,1,6.5
25.538,Petrol,Dealer,Manual,First_Owner,16.78,1.496,88.73,5.0,International,3,6.25
69.779,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,2,6.0
56.29,Diesel,Dealer,Manual,First_Owner,24.0,1.186,73.97,5.0,International,3,4.5
7.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,54.0
8.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,55.0
7.032,Petrol,Dealer,Automatic,First_Owner,19.0,1.199,88.76,5.0,International,1,7.79
11.0,Petrol,Dealer,Automatic,First_Owner,14.3,1.598,103.5,5.0,International,4,6.45
2.0,Diesel,Dealer,Automatic,First_Owner,16.8,1.984,150.0,5.0,International,2,24.75
106.0,Petrol,Individual,Manual,>Two_Owners,20.36,1.197,78.9,5.0,International,10,1.5
120.0,Petrol,Individual,Automatic,Second_Owner,11.1,2.354,158.8,5.0,International,11,5.0
90.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,5,4.8
70.0,Diesel,Individual,Manual,>Two_Owners,22.32,1.582,126.32,5.0,International,6,5.35
240.0,Diesel,Individual,Manual,>Two_Owners,12.8,2.494,102.0,8.0,International,15,2.5
100.0,Diesel,Individual,Manual,Second_Owner,21.5,1.248,88.8,5.0,Domestic,8,3.0
214.0,Petrol,Individual,Manual,Second_Owner,13.9,1.599,103.2,5.0,International,11,3.4
214.0,Diesel,Individual,Manual,Second_Owner,16.8,1.493,110.0,5.0,International,11,3.4
50.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,4,2.4
1.0,Petrol,Individual,Automatic,First_Owner,18.0,1.497,117.6,5.0,International,2,10.85
19.0,Diesel,Individual,Automatic,First_Owner,28.4,1.248,74.02,5.0,Domestic,3,7.5
265.0,Diesel,Individual,Manual,Second_Owner,17.0,1.405,70.0,5.0,Domestic,8,0.95
35.0,CNG,Individual,Manual,First_Owner,20.88,1.196,61.7,5.0,Domestic,0,4.09999
80.0,Petrol,Individual,Manual,Second_Owner,23.95,0.998,67.05,5.0,Domestic,6,2.15
50.0,Diesel,Individual,Automatic,First_Owner,16.0,2.179,140.0,7.0,Domestic,4,12.9
80.0,Petrol,Individual,Manual,First_Owner,20.92,0.998,67.1,5.0,Domestic,10,1.5
50.0,Petrol,Individual,Manual,Second_Owner,21.1,0.814,55.2,5.0,International,7,2.19
100.0,Petrol,Individual,Manual,First_Owner,23.84,1.199,84.0,5.0,Domestic,2,3.25
120.0,Petrol,Individual,Manual,Second_Owner,15.1,1.196,73.0,5.0,Domestic,7,2.6
9.0,Diesel,Dealer,Automatic,First_Owner,13.6,1.999,177.0,5.0,International,3,26.25
20.0,Petrol,Dealer,Automatic,First_Owner,22.37,2.487,214.56,5.0,International,1,51.5
45.0,Diesel,Dealer,Automatic,First_Owner,19.33,1.999,177.0,5.0,International,3,32.0
110.0,Diesel,Individual,Manual,First_Owner,14.1,2.179,147.94,7.0,Domestic,5,5.03
20.0,Diesel,Individual,Automatic,First_Owner,18.0,1.969,190.0,5.0,International,1,38.0
68.089,Petrol,Dealer,Automatic,First_Owner,19.16,2.494,157.7,5.0,International,4,20.0
58.343,Petrol,Dealer,Manual,First_Owner,21.79,0.998,67.05,5.0,Domestic,7,2.25
38.817,Diesel,Dealer,Manual,First_Owner,27.39,1.248,74.0,5.0,Domestic,2,7.4
56.494,Petrol,Dealer,Manual,First_Owner,18.2,1.199,88.7,5.0,International,4,5.5
79.328,Diesel,Dealer,Manual,Second_Owner,12.99,2.494,100.6,7.0,International,7,7.5
5.621,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,1,6.5
25.538,Petrol,Dealer,Manual,First_Owner,16.78,1.496,88.73,5.0,International,3,6.25
69.779,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,2,6.0
56.29,Diesel,Dealer,Manual,First_Owner,24.0,1.186,73.97,5.0,International,3,4.5
7.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,54.0
8.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,55.0
7.032,Petrol,Dealer,Automatic,First_Owner,19.0,1.199,88.76,5.0,International,1,7.79
11.0,Petrol,Dealer,Automatic,First_Owner,14.3,1.598,103.5,5.0,International,4,6.45
2.0,Diesel,Dealer,Automatic,First_Owner,16.8,1.984,150.0,5.0,International,2,24.75
40.0,Diesel,Individual,Automatic,First_Owner,23.8,1.498,78.9,5.0,International,1,7.0
45.0,Diesel,Individual,Manual,First_Owner,21.38,1.396,88.7,5.0,International,3,9.5
80.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,10,1.6
135.0,Diesel,Individual,Manual,Second_Owner,24.4,1.12,71.01,5.0,International,5,4.09999
120.0,Diesel,Individual,Manual,Second_Owner,12.99,2.494,100.6,7.0,International,5,8.4
67.0,Diesel,Individual,Manual,First_Owner,23.59,1.364,67.1,5.0,International,7,4.5
50.0,Diesel,Individual,Manual,First_Owner,28.4,1.248,74.02,5.0,Domestic,3,9.0
134.0,Diesel,Individual,Manual,Second_Owner,12.8,2.494,102.0,7.0,International,12,5.7
110.0,Diesel,Individual,Manual,Second_Owner,23.08,1.461,63.1,5.0,International,9,2.54999
40.0,Petrol,Individual,Manual,First_Owner,16.1,0.796,37.0,4.0,Domestic,11,1.3
120.0,Diesel,Individual,Manual,Second_Owner,23.4,1.248,74.0,5.0,Domestic,7,5.3
110.0,Diesel,Individual,Manual,Second_Owner,20.14,1.498,88.8,5.0,International,5,5.2
170.0,Diesel,Individual,Manual,Second_Owner,21.0,1.461,64.1,5.0,Domestic,9,2.29999
80.0,Petrol,Individual,Manual,Second_Owner,16.1,0.796,37.0,4.0,Domestic,16,0.81
47.0,Diesel,Individual,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,4,6.0
93.0,Petrol,Individual,Manual,First_Owner,19.1,1.197,81.86,5.0,International,5,4.09999
70.0,Petrol,Individual,Manual,Second_Owner,16.1,0.796,37.0,4.0,Domestic,10,1.2
50.0,Petrol,Individual,Manual,First_Owner,23.1,0.998,67.04,5.0,Domestic,6,3.2
70.0,Diesel,Individual,Manual,First_Owner,20.0,1.399,68.05,5.0,International,5,2.92
80.0,Diesel,Individual,Manual,First_Owner,13.93,2.179,138.03,7.0,Domestic,8,3.9
44.0,Petrol,Individual,Manual,First_Owner,18.16,1.196,86.8,5.0,International,4,5.5
25.0,Petrol,Individual,Manual,First_Owner,23.1,0.998,67.04,5.0,Domestic,6,3.85
25.0,Petrol,Individual,Manual,First_Owner,15.29,1.591,121.3,5.0,International,4,8.0
10.0,Petrol,Individual,Manual,First_Owner,21.21,1.197,81.8,5.0,Domestic,1,6.75
50.0,Diesel,Individual,Manual,First_Owner,17.6,2.179,153.86,7.0,Domestic,2,15.25
30.0,Diesel,Individual,Manual,First_Owner,23.0,1.498,98.96,5.0,International,2,9.5
50.0,Diesel,Individual,Manual,Second_Owner,21.19,1.396,88.73,5.0,International,5,6.1
120.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,8,5.25
40.0,Diesel,Individual,Automatic,First_Owner,23.8,1.498,78.9,5.0,International,1,7.0
80.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,62.1,7.0,Domestic,5,3.75
90.0,Diesel,Individual,Manual,First_Owner,20.45,1.461,83.8,5.0,International,5,5.8
50.0,Petrol,Individual,Manual,Second_Owner,20.4,1.197,83.11,5.0,Domestic,5,4.34999
2.136,Petrol,Individual,Manual,First_Owner,22.5,0.999,67.0,5.0,International,0,3.5
250.0,Diesel,Individual,Manual,First_Owner,12.99,2.494,100.0,7.0,International,8,7.3
35.0,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.83,5.0,International,5,6.0
120.0,Diesel,Individual,Manual,First_Owner,12.99,2.494,100.6,7.0,International,5,10.5
70.0,Diesel,Individual,Manual,First_Owner,27.39,1.248,74.0,5.0,Domestic,3,7.35
18.0,Diesel,Dealer,Manual,First_Owner,19.6,1.461,108.45,5.0,International,2,10.5
110.0,Diesel,Individual,Manual,Second_Owner,18.2,1.248,73.74,7.0,International,4,4.2
60.0,Diesel,Individual,Manual,First_Owner,23.65,1.248,88.5,5.0,Domestic,3,8.0
60.0,Diesel,Individual,Automatic,First_Owner,12.55,2.982,168.5,7.0,International,5,20.0
147.0,Diesel,Individual,Manual,Second_Owner,26.59,1.248,74.0,5.0,Domestic,4,6.0
130.0,Diesel,Individual,Automatic,First_Owner,12.55,2.982,168.5,7.0,International,5,19.0
99.5,Diesel,Individual,Manual,>Two_Owners,11.5,1.991,147.9,7.0,International,9,5.0
110.0,Diesel,Individual,Manual,Second_Owner,17.0,1.405,71.0,5.0,Domestic,9,2.0
35.0,Petrol,Individual,Manual,First_Owner,19.49,1.198,67.04,5.0,International,4,3.7
110.0,Diesel,Individual,Manual,Second_Owner,16.2,1.493,110.0,5.0,International,10,2.6
100.0,Diesel,Individual,Manual,First_Owner,25.32,1.198,77.0,6.0,Domestic,4,2.8
21.0,Petrol,Individual,Manual,First_Owner,16.02,1.373,93.7,7.0,Domestic,6,6.1
60.0,Diesel,Individual,Manual,Second_Owner,23.5,1.498,90.0,5.0,International,7,3.0
40.0,Diesel,Individual,Manual,First_Owner,16.6,1.405,70.0,5.0,Domestic,10,1.4
50.0,Petrol,Individual,Manual,First_Owner,19.81,1.086,68.05,5.0,International,12,2.29999
65.0,Petrol,Individual,Manual,Second_Owner,19.0,0.998,66.1,5.0,Domestic,10,2.0
80.0,Petrol,Individual,Manual,First_Owner,18.9,0.998,67.1,5.0,Domestic,9,2.0
119.0,Diesel,Individual,Manual,First_Owner,23.9,1.582,126.2,5.0,International,5,5.6
80.0,Diesel,Individual,Manual,First_Owner,24.52,1.248,88.5,7.0,Domestic,4,7.5
90.0,Diesel,Individual,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,3,5.85
20.0,Petrol,Individual,Manual,First_Owner,17.01,1.591,121.4,5.0,International,4,7.6
80.0,Diesel,Individual,Manual,Second_Owner,25.2,1.248,74.0,5.0,Domestic,6,4.3
44.665,Diesel,Individual,Manual,First_Owner,25.32,1.198,77.0,6.0,Domestic,0,4.8
10.0,Diesel,Individual,Manual,First_Owner,20.8,1.493,113.4,5.0,International,1,6.43
60.0,Petrol,Individual,Manual,First_Owner,20.14,1.197,81.86,5.0,International,2,5.0
22.0,Petrol,Individual,Manual,First_Owner,18.5,1.198,86.8,5.0,International,4,4.25
25.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,6,2.5
70.0,Diesel,Individual,Manual,First_Owner,27.62,0.793,47.0,5.0,Domestic,4,2.85
123.0,Petrol,Individual,Manual,>Two_Owners,17.5,1.298,85.8,5.0,Domestic,12,1.6
70.0,Diesel,Individual,Manual,Second_Owner,20.54,1.598,103.6,5.0,International,9,2.5
70.0,Petrol,Individual,Manual,Second_Owner,18.6,1.199,79.4,5.0,International,7,1.7
45.0,Diesel,Individual,Manual,First_Owner,23.59,1.364,67.06,5.0,International,7,4.09999
40.0,Petrol,Individual,Automatic,First_Owner,18.9,1.197,82.0,5.0,International,5,4.0
30.0,Diesel,Individual,Manual,First_Owner,28.4,1.248,74.02,5.0,Domestic,1,7.0
90.0,Petrol,Individual,Automatic,First_Owner,12.9,1.799,130.0,5.0,International,13,3.5
34.0,Petrol,Individual,Manual,Second_Owner,17.5,1.373,91.1,7.0,Domestic,4,6.6
25.0,Petrol,Individual,Manual,First_Owner,24.7,0.796,47.3,5.0,Domestic,3,2.68
50.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,4,2.7
50.0,Diesel,Individual,Manual,First_Owner,25.44,0.936,57.6,5.0,International,7,3.0
90.0,Petrol,Individual,Manual,First_Owner,23.84,1.199,84.0,5.0,Domestic,3,4.5
70.0,Diesel,Individual,Manual,Second_Owner,25.44,0.936,57.6,5.0,International,8,2.2
146.0,Diesel,Individual,Manual,Second_Owner,13.93,2.179,138.0,7.0,Domestic,11,2.5
85.0,Petrol,Individual,Manual,Second_Owner,15.6,1.196,70.0,5.0,International,8,3.0
201.85,Diesel,Individual,Manual,Second_Owner,17.88,1.396,52.8,5.0,Domestic,11,0.88
30.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,4,5.61
15.0,Diesel,Individual,Manual,First_Owner,28.4,1.248,74.02,5.0,Domestic,2,7.55
25.0,Petrol,Individual,Manual,First_Owner,22.7,0.799,53.64,5.0,International,3,2.35
90.0,Petrol,Individual,Manual,First_Owner,20.92,0.998,67.1,5.0,Domestic,9,1.65
80.0,Diesel,Individual,Manual,Second_Owner,19.3,1.248,73.9,5.0,Domestic,12,1.9
50.0,Diesel,Individual,Manual,First_Owner,17.2,1.396,53.5,5.0,Domestic,9,1.1
80.0,Diesel,Individual,Manual,Second_Owner,13.6,2.523,63.0,8.0,Domestic,8,3.2
38.0,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.83,5.0,International,4,5.4
60.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,7,1.8
100.0,Petrol,Individual,Manual,>Two_Owners,15.37,1.196,73.0,7.0,Domestic,4,2.7
30.0,Petrol,Individual,Manual,First_Owner,17.5,1.197,85.8,5.0,Domestic,8,4.5
30.0,Petrol,Individual,Manual,First_Owner,19.1,1.197,85.8,5.0,Domestic,6,4.5
50.0,Petrol,Individual,Manual,First_Owner,18.6,1.199,76.8,5.0,International,5,2.0
42.0,Petrol,Individual,Manual,First_Owner,23.84,1.199,84.0,5.0,Domestic,3,4.25
30.0,Petrol,Individual,Manual,First_Owner,18.2,1.199,82.4,5.0,International,4,4.0
60.0,Petrol,Individual,Manual,>Two_Owners,19.7,0.796,46.3,5.0,Domestic,11,1.25
14.0,Diesel,Individual,Manual,First_Owner,17.1,1.956,170.0,5.0,International,2,16.0
22.0,Petrol,Individual,Manual,First_Owner,17.4,1.497,117.3,5.0,International,5,9.0
90.0,Diesel,Individual,Manual,First_Owner,20.54,1.598,103.6,5.0,International,8,4.5
46.0,Petrol,Individual,Manual,First_Owner,20.92,0.998,67.1,5.0,Domestic,9,2.1
20.0,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.83,5.0,International,2,8.01
15.0,Diesel,Individual,Manual,First_Owner,15.42,1.405,70.0,7.0,Domestic,6,3.17
40.0,Petrol,Individual,Manual,Second_Owner,16.02,1.373,93.7,7.0,Domestic,5,6.0
30.0,Petrol,Individual,Manual,Second_Owner,18.5,1.197,82.85,5.0,International,6,3.3
15.0,Petrol,Individual,Manual,Second_Owner,21.1,0.814,55.2,5.0,International,3,3.2
110.0,Petrol,Individual,Manual,Second_Owner,15.3,1.341,83.0,5.0,International,13,1.2
70.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,11,1.3
80.0,Petrol,Individual,Manual,First_Owner,18.2,1.199,82.4,5.0,International,5,2.2
110.0,Petrol,Individual,Manual,First_Owner,17.57,1.193,88.7,5.0,Domestic,5,3.4
70.0,Diesel,Individual,Manual,Second_Owner,19.68,1.399,67.0,5.0,International,7,2.0
50.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,18,1.4
190.0,Diesel,Individual,Manual,First_Owner,12.99,2.494,100.6,8.0,International,7,10.0
100.0,Diesel,Individual,Manual,Second_Owner,13.6,2.523,63.0,7.0,Domestic,10,4.95
60.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,5,2.36
40.0,Petrol,Individual,Manual,First_Owner,20.51,0.998,67.04,5.0,Domestic,5,3.9
90.0,Diesel,Individual,Manual,Second_Owner,19.3,1.248,73.9,5.0,Domestic,11,2.75
110.0,Diesel,Individual,Manual,First_Owner,14.1,2.179,147.94,7.0,Domestic,5,5.03
32.0,Diesel,Dealer,Manual,First_Owner,24.3,1.248,88.5,5.0,Domestic,3,7.75
30.0,Diesel,Individual,Automatic,First_Owner,11.36,2.755,171.5,7.0,International,4,18.0
58.0,Diesel,Individual,Manual,First_Owner,19.67,1.582,126.2,5.0,International,4,8.5
5.0,Diesel,Individual,Manual,First_Owner,24.3,1.248,88.5,5.0,Domestic,2,7.5
25.0,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.83,5.0,International,2,5.7
32.0,Petrol,Individual,Manual,First_Owner,18.9,1.197,81.86,5.0,International,2,5.8
30.0,Petrol,Individual,Manual,First_Owner,18.7,1.199,88.7,5.0,International,4,4.84999
43.0,Petrol,Dealer,Manual,First_Owner,15.4,1.497,117.3,7.0,International,3,7.0
60.0,Petrol,Dealer,Manual,First_Owner,17.7,1.497,113.42,5.0,International,8,4.15
50.0,Petrol,Individual,Automatic,First_Owner,19.34,1.198,76.0,5.0,International,5,3.25
14.2,Petrol,Individual,Manual,First_Owner,18.16,1.196,86.8,5.0,International,2,5.5
10.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,3,3.0
25.0,Petrol,Individual,Manual,First_Owner,22.7,0.799,53.64,5.0,International,2,2.17
